License Number,Business Name,DBA/Trade Name,Business Unique ID,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,Details,Contact Phone,Address Type,Building Number,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,ZIP Code,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude
1308597-DCA,"HOME HOSPITAL PARKING, LLC",,BA-1338553-2022,Garage & Parking Lot,Premises,Active,02/03/2009,03/31/2025,Vehicle Capacity: 100; Bicycle Capacity: 10,2126279822,Complete Address,2621,AQUEDUCT AVE,,,,,BRONX,NY,10468,Bronx,207.0,14.0,2014679.0,2032150032.0,BX30,1004.0,265.0,40.86778,-73.90033
2038951-DCA,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,BA-1249249-2022,Garage & Parking Lot,Premises,Active,06/13/2016,03/31/2025,Vehicle Capacity: 401; Bicycle Capacity: 22,8605227641,Complete Address,13620,38 AVENUE,,,,,FLUSHING,NY,11354,Queens,407.0,20.0,4534816.0,4049787501.0,QN22,2005.0,871.0,40.76096,-73.83028
1146406-DCA,400 GARAGE CORP.,,BA-1072324-2022,Garage & Parking Lot,Premises,Active,07/25/2003,03/31/2025,Vehicle Capacity: 60; Bicycle Capacity: 6,2126501683,Complete Address,400,EAST   85 STREET,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1050520.0,1015640047.0,MN32,4000.0,14401.0,40.77616,-73.94982
0692572-DCA,RIVERBAY CORPORATION,,BA-1486893-2022,Garage & Parking Lot,Premises,Active,04/15/1997,03/31/2025,Vehicle Capacity: 1361; Bicycle Capacity: 31,7183203391,Complete Address,99,BELLAMY LOOP,,,UNIT,,BRONX,NY,10475,Bronx,210.0,12.0,2072369.0,2051410700.0,BX13,5003.0,46201.0,40.87243,-73.825078
1407236-DCA,EASTERN PARKWAY CAR PARK LLC,,BA-1233371-2022,Garage & Parking Lot,Premises,Active,09/09/2011,03/31/2025,Vehicle Capacity: 325; Bicycle Capacity: 21,2129966363,Complete Address,200,EASTERN PKWY,,,,,BROOKLYN,NY,11238,Brooklyn,355.0,35.0,3029667.0,3011830026.0,BK99,1000.0,177.0,40.67183,-73.963042
1032982-DCA,EAST 28TH STREET GARAGE CORP.,,BA-1181105-2022,Garage & Parking Lot,Premises,Active,05/03/2000,03/31/2025,Vehicle Capacity: 61; Bicycle Capacity: 6,2128893330,Complete Address,201,E 28TH ST,,,,,NEW YORK,NY,10016,Manhattan,106.0,2.0,1019888.0,1009090001.0,MN20,1000.0,66.0,40.74192,-73.980715
1152232-DCA,72ND STREET LLC,,BA-1103147-2022,Garage & Parking Lot,Premises,Active,09/22/2003,03/31/2025,Vehicle Capacity: 50; Bicycle Capacity: 0,2124903460,Complete Address,517,EAST   71 STREET,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1078436.0,1014830038.0,MN31,7001.0,124.0,40.76602,-73.953871
2039265-DCA,LM POWERHOUSE GARAGE LLC,,BA-1327475-2022,Garage & Parking Lot,Premises,Active,06/21/2016,03/31/2025,Vehicle Capacity: 211; Bicycle Capacity: 22,2127143571,Complete Address,226,50TH AVE,,,,,LONG ISLAND CITY,NY,11101,Queens,402.0,26.0,4616494.0,4000167502.0,QN31,1012.0,1.0,40.74348,-73.958087
0692573-DCA,RIVERBAY CORPORATION,,BA-1481506-2022,Garage & Parking Lot,Premises,Active,04/14/1997,03/31/2025,Vehicle Capacity: 1311; Bicycle Capacity: 31,7183203391,Complete Address,999,CO OP CITY BOULEVARD,,,,,BRONX,NY,10475,Bronx,210.0,12.0,,,BX13,1020.0,46201.0,40.87968,-73.831832
1071282-DCA,BRIAR HILL REALTY LLC,,BA-1121633-2022,Garage & Parking Lot,Premises,Active,01/24/2001,03/31/2025,Vehicle Capacity: 84; Bicycle Capacity: 8,7185489428,Complete Address,600,WEST  246 STREET,,,,,BRONX,NY,10471,Bronx,208.0,11.0,2091924.0,2059090825.0,BX22,2000.0,30701.0,40.89261,-73.910207
0835271-DCA,NEW YORK PARKING 54TH ST. CORP.,,BA-1422837-2022,Garage & Parking Lot,Premises,Active,04/10/1997,03/31/2025,Vehicle Capacity: 26; Bicycle Capacity: 0,2123085959,Complete Address,527,MADISON AVENUE,,,,,NEW YORK,NY,10022,Manhattan,105.0,4.0,1035734.0,1012890052.0,MN17,1005.0,102.0,40.76003,-73.973415
1187631-DCA,"LAFAYETTE STREET PARKING, LLC",,BA-1254520-2022,Garage & Parking Lot,Premises,Active,01/13/2005,03/31/2025,Vehicle Capacity: 53; Bicycle Capacity: 0,2129299404,Complete Address,410,LAFAYETTE ST,,,,,NEW YORK,NY,10003,Manhattan,102.0,2.0,1090746.0,1005450048.0,MN23,2003.0,57.0,40.72844,-73.992672
1312446-DCA,STELLMAR PARKING LLC,,BA-1563970-2022,Garage & Parking Lot,Premises,Active,03/26/2009,03/31/2025,Vehicle Capacity: 31; Bicycle Capacity: 0,212-879-8798,Complete Address,27,EAST   65 STREET,,,,,NEW YORK,NY,10065,Manhattan,108.0,4.0,1041128.0,1013800023.0,MN40,2000.0,122.0,40.76725,-73.968441
0975588-DCA,"ZOOM CAR PARK, INC.",,BA-1563862-2022,Garage & Parking Lot,Premises,Active,08/18/2011,03/31/2025,Vehicle Capacity: 95; Bicycle Capacity: 10,2122216111,Complete Address,3130,GRAND CONCOURSE,,,,,BRONX,NY,10458,Bronx,207.0,11.0,2017347.0,2033117501.0,BX05,1000.0,413.0,40.87511,-73.886289
1307256-DCA,"123-10 SOUTH CONDUIT ASSOCIATES, LLC",SMARTPARK JFK,BA-1090703-2022,Garage & Parking Lot,Premises,Active,01/09/2009,03/31/2025,Vehicle Capacity: 524; Bicycle Capacity: 23,3472344538,Complete Address,12310,S CONDUIT AVE,,,,,SOUTH OZONE PARK,NY,11420,Queens,410.0,28.0,4456024.0,4200569999.0,QN55,1032.0,84602.0,40.66479,-73.817923
2034905-DCA,IMPARK 353 LLC,,BA-1289260-2022,Garage & Parking Lot,Premises,Active,03/24/2016,03/31/2025,Vehicle Capacity: 60; Bicycle Capacity: 6,2129378660,Complete Address,353,4TH AVE,,,,,BROOKLYN,NY,11215,Brooklyn,306.0,39.0,3393449.0,3009817501.0,BK37,2001.0,135.0,40.67303,-73.986478
1129152-DCA,EAST 14TH GARAGE CORP.,,BA-1199875-2022,Garage & Parking Lot,Premises,Active,12/23/2002,03/31/2025,Vehicle Capacity: 112; Bicycle Capacity: 11,212-736-7171,Complete Address,7,EAST   14 STREET,,,,,NEW YORK,NY,10003,Manhattan,105.0,2.0,1016062.0,1008420007.0,MN13,2006.0,52.0,40.73586,-73.993245
1198597-DCA,WEST 64TH STREET LLC,,BA-1514296-2022,Garage & Parking Lot,Premises,Active,05/27/2005,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2125358670,Complete Address,1930,BROADWAY,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1086193.0,1011170001.0,MN14,3000.0,149.0,40.77253,-73.982176
1172406-DCA,PARK KWIK LLC,,BA-1409090-2022,Garage & Parking Lot,Premises,Active,06/30/2004,03/31/2025,Vehicle Capacity: 130; Bicycle Capacity: 13,7182222500,Complete Address,55,WASHINGTON STREET,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3000088.0,3000380001.0,BK38,2019.0,21.0,40.70273,-73.989602
0469417-DCA,CARMEN KOTLOWICZ REALTY CORP,CARMEN KOTLOWICZ REALTY,BA-1196655-2022,Garage & Parking Lot,Premises,Active,03/26/1997,03/31/2025,Vehicle Capacity: 61; Bicycle Capacity: 6,9172829378,Complete Address,2041,BRONXDALE AVENUE,,,,,BRONX,NY,10462,Bronx,211.0,15.0,2000000.0,2042580023.0,BX37,1004.0,230.0,40.85079,-73.866562
0469882-DCA,PINE-WATER GARAGE LLC,,BA-1449844-2022,Garage & Parking Lot,Premises,Active,03/28/1997,03/31/2025,Vehicle Capacity: 178; Bicycle Capacity: 18,2124072516,Complete Address,80,PINE STREET,,,,,NEW YORK,NY,10005,Manhattan,101.0,1.0,1000880.0,1000390012.0,MN25,1005.0,7.0,40.70589,-74.007181
0369771-DCA,KINGS HIGHWAY REALTY CORP.,,BA-1330321-2022,Garage & Parking Lot,Premises,Active,04/16/1997,03/31/2025,Vehicle Capacity: 16; Bicycle Capacity: 0,7186290197,Complete Address,5455,KINGS HIGHWAY,,,,,BROOKLYN,NY,11203,Brooklyn,317.0,45.0,3105968.0,3047750041.0,BK96,3004.0,946.0,40.64243,-73.92536
1186721-DCA,NICE PARK LLC,,BA-1408888-2022,Garage & Parking Lot,Premises,Active,12/23/2004,03/31/2025,Vehicle Capacity: 120; Bicycle Capacity: 12,2129299404,Complete Address,310,E 11TH ST,,,,,NEW YORK,NY,10003,Manhattan,103.0,2.0,1006438.0,1004520013.0,MN22,5001.0,40.0,40.73007,-73.985669
2018017-DCA,FRACLAC REALTY CORP,,BA-1568998-2023,Garage & Parking Lot,Premises,Active,02/05/2015,03/31/2025,Vehicle Capacity: 8; Bicycle Capacity: 0,2126742097,Complete Address,324,EAST   11 STREET,,,,,NEW YORK,NY,10003,Manhattan,103.0,2.0,1000000.0,1004520020.0,MN22,5001.0,40.0,40.72982,-73.985084
1031644-DCA,SP PLUS CORPORATION,,BA-1537743-2022,Garage & Parking Lot,Premises,Voided,04/19/2000,03/31/2025,Vehicle Capacity: 30; Bicycle Capacity: 0,2123217542,Complete Address,5141,BROADWAY,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1065045.0,1022440100.0,MN99,1000.0,297.0,40.87238,-73.912668
1168355-DCA,TORI OPERATING CORP.,,BA-1543508-2022,Garage & Parking Lot,Premises,Active,04/01/2005,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,2126858314,Complete Address,241,W 26TH ST,,,,,NEW YORK,NY,10001,Manhattan,105.0,3.0,1014230.0,1007760012.0,MN17,2003.0,95.0,40.74663,-73.995723
2033058-DCA,SP PLUS CORPORATION,,BA-1565373-2022,Garage & Parking Lot,Premises,Voided,02/05/2016,03/31/2025,Vehicle Capacity: 143; Bicycle Capacity: 14,2123217542,Complete Address,4055,10TH AVE,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1064513.0,1022130001.0,MN01,2004.0,299.0,40.87039,-73.914561
1013467-DCA,"MARJO PARKING, INC.",,BA-1466562-2022,Garage & Parking Lot,Premises,Active,08/22/2005,03/31/2025,Vehicle Capacity: 44; Bicycle Capacity: 0,2126959455,Complete Address,414,WEST  206 STREET,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1000000.0,1022020017.0,MN01,2011.0,299.0,40.86321,-73.918027
2012211-DCA,DIVINE PARKING GARAGE CORP,,BA-1167694-2022,Garage & Parking Lot,Premises,Active,08/20/2014,03/31/2025,Vehicle Capacity: 65; Bicycle Capacity: 7,2125442833,Complete Address,3775,10TH AVE,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1064490.0,1021990001.0,MN01,2017.0,299.0,40.86136,-73.921185
2028694-DCA,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,BA-1292204-2022,Garage & Parking Lot,Premises,Active,09/22/2015,03/31/2025,Vehicle Capacity: 200; Bicycle Capacity: 20,8605227641,Complete Address,9,WEST   57 STREET,,,,,NEW YORK,NY,10019,Manhattan,105.0,4.0,1035071.0,1012730022.0,MN17,1002.0,11201.0,40.76325,-73.974633
1220798-DCA,200 WEST GARAGE CORP.,,BA-1073209-2022,Garage & Parking Lot,Premises,Active,03/10/2006,03/31/2025,Vehicle Capacity: 120; Bicycle Capacity: 12,2127367171,Complete Address,220,WEST   26 STREET,,,,,NEW YORK,NY,10001,Manhattan,104.0,3.0,1087325.0,1007750046.0,MN13,2000.0,91.0,40.74627,-73.994904
1416193-DCA,SUPREME 85 PARKING LLC,,BA-1541871-2022,Garage & Parking Lot,Premises,Voided,01/03/2012,03/31/2025,Vehicle Capacity: 160; Bicycle Capacity: 16,718-694-2060,Complete Address,85,LIVINGSTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,2.0,33.0,3002556.0,3002660012.0,BK09,1004.0,9.0,40.69143,-73.990823
0901088-DCA,LTG PARKING CORP.,,BA-1303023-2022,Garage & Parking Lot,Premises,Voided,07/27/1998,03/31/2025,Vehicle Capacity: 163; Bicycle Capacity: 16,212-686-9800,Complete Address,150,WEST END AVENUE,,,,,MANHATTAN,NY,10023,Manhattan,7.0,6.0,1070703.0,1011587503.0,MN14,6000.0,155.0,40.77671,-73.986727
2036535-DCA,NOBLE GARAGE LLC,,BA-1458653-2022,Garage & Parking Lot,Premises,Voided,04/22/2016,03/31/2025,Vehicle Capacity: 235; Bicycle Capacity: 20,2126869800,Complete Address,728-746,2 AVENUE,,,UNIT,,NEW YORK,NY,10016,Manhattan,6.0,4.0,1022051.0,1009457501.0,MN19,4001.0,88.0,40.74801,-73.973528
1460793-DCA,LTG PARKING CORP.,,BA-1343915-2022,Garage & Parking Lot,Premises,Voided,03/26/2013,03/31/2025,Vehicle Capacity: 276; Bicycle Capacity: 20,212-686-9800,Complete Address,205,WEST END AVENUE,,,,,NEW YORK,NY,10023,Manhattan,7.0,6.0,1070766.0,1011797503.0,MN14,3000.0,155.0,40.77857,-73.986377
1464152-DCA,WEST 39TH STREET LLC,,BA-1542512-2022,Garage & Parking Lot,Premises,Active,05/09/2013,03/31/2025,Vehicle Capacity: 52; Bicycle Capacity: 5,2125358670,Complete Address,330,WEST   39 STREET,,,,,NEW YORK,NY,10018,Manhattan,104.0,3.0,1088826.0,1007620060.0,MN15,1003.0,115.0,40.75576,-73.992218
0760802-DCA,MERIT PARKING LLC,,BA-1468295-2022,Garage & Parking Lot,Premises,Voided,05/16/2006,03/31/2025,Vehicle Capacity: 1000; Bicycle Capacity: 28,2126869800,Complete Address,12,EAST  107 STREET,,,,,NEW YORK,NY,10029,Manhattan,11.0,9.0,1051514.0,1016120001.0,MN33,2001.0,17401.0,40.79475,-73.950146
1013974-DCA,SOUTH WILLIAM PARKING LLC,,BA-1556031-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 400; Bicycle Capacity: 22,2126869800,Complete Address,16,SOUTH WILLIAM STREET,,,,,NEW YORK,NY,10004,Manhattan,1.0,1.0,1000851.0,1000290086.0,MN25,1005.0,9.0,40.7046,-74.010607
1153766-DCA,MPC PARKING LLC,,BA-1423178-2022,Garage & Parking Lot,Premises,Voided,05/16/2006,03/31/2025,Vehicle Capacity: 227; Bicycle Capacity: 20,2126869800,Complete Address,1104,2ND AVE,,,,,NEW YORK,NY,10022,Manhattan,6.0,5.0,1040031.0,1013510001.0,MN19,1001.0,108.0,40.76007,-73.964719
1068098-DCA,PEARL PARKING LLC,,BA-1387712-2022,Garage & Parking Lot,Premises,Voided,05/16/2006,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,,Complete Address,18,CLIFF ST,,,,,NEW YORK,NY,10038,Manhattan,1.0,1.0,1000000.0,1000750035.0,MN25,2002.0,1502.0,40.70813,-74.005436
1283493-DCA,KIPS BAY 27 PARKING LLC,,BA-1329858-2022,Garage & Parking Lot,Premises,Voided,04/29/2008,03/31/2025,Vehicle Capacity: 65; Bicycle Capacity: 6,2126869800,Complete Address,236,E 27TH ST,,,,,NEW YORK,NY,10016,Manhattan,6.0,2.0,1019856.0,1009070040.0,MN20,3001.0,66.0,40.74069,-73.979784
1001573-DCA,245 EAST 40TH ST. PARKING LLC,,BA-1080360-2022,Garage & Parking Lot,Premises,Voided,05/12/2006,03/31/2025,Vehicle Capacity: 130; Bicycle Capacity: 13,2126869800,Complete Address,747,2 AVENUE,,,,,NEW YORK,NY,10017,Manhattan,6.0,4.0,1037175.0,1013140021.0,MN19,2000.0,88.0,40.74861,-73.973101
2019665-DCA,93RD STREET PARKING LLC,,BA-1100915-2022,Garage & Parking Lot,Premises,Voided,03/18/2015,03/31/2025,Vehicle Capacity: 0; Bicycle Capacity: 12,212-686-9800,Complete Address,100,WEST   93 STREET,,,,,MANHATTAN,NY,10025,Manhattan,7.0,7.0,1032526.0,1012237503.0,MN12,1001.0,177.0,40.79096,-73.968993
0859390-DCA,512-520 W. 112TH ST. GARAGE CORP,GGMC,BA-1102624-2022,Garage & Parking Lot,Premises,Active,03/28/1997,03/31/2025,Vehicle Capacity: 77; Bicycle Capacity: 7,2129966363,Complete Address,516,WEST  112 STREET,,,,,NEW YORK,NY,10025,Manhattan,9.0,7.0,1056982.0,1018837502.0,MN09,5000.0,199.0,40.80467,-73.963933
2001644-DCA,QP HOSP LLC,,BA-1418515-2022,Garage & Parking Lot,Premises,Voided,12/16/2013,03/31/2025,Vehicle Capacity: 390; Bicycle Capacity: 30,2126869800,Complete Address,3450,BAINBRIDGE AVENUE,,,,,BRONX,NY,10467,Bronx,7.0,11.0,,,BX43,1001.0,421.0,40.88034,-73.878726
1331651-DCA,TOWER 25 PARKING LLC,,BA-1506154-2022,Garage & Parking Lot,Premises,Voided,09/02/2009,03/31/2025,Vehicle Capacity: 146; Bicycle Capacity: 14,2126869800,Complete Address,305,EAST   24 STREET,,,,,NEW YORK,NY,10010,Manhattan,6.0,2.0,1020599.0,1009300001.0,MN20,6000.0,66.0,40.73842,-73.980092
1193002-DCA,CROWNE GARAGE LLC,,BA-1230193-2022,Garage & Parking Lot,Premises,Voided,03/04/2013,03/31/2025,Vehicle Capacity: 159; Bicycle Capacity: 15,212-6869800,Complete Address,1601,BROADWAY,,,,,NEW YORK,Outside USA,10019,Manhattan,5.0,3.0,1076195.0,1010200046.0,MN17,2000.0,125.0,40.76037,-73.985189
0427125-DCA,ADVANCE PARKING LLC,,BA-1130316-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,2122218902212-686-9800,Complete Address,249,W 43RD ST,,,,,NEW YORK,NY,10036,Manhattan,5.0,3.0,1024705.0,1010150010.0,MN17,2003.0,119.0,40.75731,-73.98785
1250358-DCA,"EDISON NY PARKING, LLC",,BA-1221267-2022,Garage & Parking Lot,Premises,Active,03/21/2007,03/31/2025,Vehicle Capacity: 648; Bicycle Capacity: 24,2129979096,Complete Address,1120,AVENUE OF THE AMERICAS,,,,,NEW YORK,NY,10036,Manhattan,5.0,4.0,1034202.0,1012590001.0,MN17,1006.0,96.0,40.75565,-73.983516
0998155-DCA,"SYLVAN FORESTER GARAGE, LLC",,BA-1507430-2022,Garage & Parking Lot,Premises,Active,10/20/1998,03/31/2025,Vehicle Capacity: 99; Bicycle Capacity: 9,718-575-9440,Complete Address,11109,QUEENS BLVD,,,,,FOREST HILLS,NY,11375,Queens,406.0,29.0,4307915.0,4022397501.0,QN17,2003.0,75701.0,40.71903,-73.838507
0368705-DCA,AMBER PARK LLC,,BA-1117967-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 46; Bicycle Capacity: 0,2126869800,Complete Address,101,E 13TH ST,,,,,NEW YORK,NY,10003,Manhattan,3.0,2.0,1077569.0,1005590009.0,MN22,1000.0,42.0,40.73347,-73.989713
1246955-DCA,UNIVERSITY 10 PARKING LLC,,BA-1551091-2022,Garage & Parking Lot,Premises,Voided,01/22/2007,03/31/2025,Vehicle Capacity: 112; Bicycle Capacity: 11,2126869800,Complete Address,63,EAST    9 STREET,,,,,NEW YORK,NY,10003,Manhattan,2.0,2.0,1009099.0,1005617501.0,MN23,5000.0,59.0,40.73142,-73.992509
1305460-DCA,THEATER 50 PARKING LLC,,BA-1555279-2022,Garage & Parking Lot,Premises,Voided,12/03/2008,03/31/2025,Vehicle Capacity: 63; Bicycle Capacity: 6,2126869800,Complete Address,305,WEST   50 STREET,,,,,NEW YORK,NY,10019,Manhattan,4.0,3.0,1085727.0,1010410029.0,MN15,1000.0,133.0,40.76246,-73.986481
1233571-DCA,8TH STREET PARKING LLC,,BA-1129218-2022,Garage & Parking Lot,Premises,Voided,07/19/2006,03/31/2025,Vehicle Capacity: 113; Bicycle Capacity: 11,2126869800,Complete Address,11,5 AVENUE,,,,,NEW YORK,NY,10003,Manhattan,2.0,2.0,1009222.0,1005660001.0,MN23,1001.0,59.0,40.73241,-73.996226
0736176-DCA,AMSTERDAM GARAGE LLC,,BA-1125829-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 90; Bicycle Capacity: 9,2128748983,Complete Address,621,AMSTERDAM AVENUE,,,,,NEW YORK,NY,10024,Manhattan,7.0,6.0,1032489.0,1012210001.0,MN12,3001.0,177.0,40.79038,-73.973034
1461276-DCA,QUIK PARK EAST 102ND STREET GARAGE LLC,,BA-1400408-2022,Garage & Parking Lot,Premises,Voided,04/04/2013,03/31/2025,Vehicle Capacity: 196; Bicycle Capacity: 20,2128322066,Complete Address,315,EAST  102 STREET,,,,,NEW YORK,NY,10029,Manhattan,11.0,8.0,1088305.0,1016740010.0,MN33,1001.0,164.0,40.78783,-73.943766
1389063-DCA,22-23 OPERATING LLC,,BA-1116415-2022,Garage & Parking Lot,Premises,Active,04/25/2011,03/31/2025,Vehicle Capacity: 81; Bicycle Capacity: 8,2129299404,Complete Address,510,WEST   23 STREET,,,,,NEW YORK,NY,10011,Manhattan,104.0,3.0,1089631.0,1006940040.0,MN13,1035.0,99.0,40.74789,-74.004656
1416505-DCA,ASPEN 36 LLC,,BA-1123169-2022,Garage & Parking Lot,Premises,Voided,01/04/2012,03/31/2025,Vehicle Capacity: 113; Bicycle Capacity: 11,2126869800,Complete Address,60,RIVERSIDE BOULEVARD,,,,,NEW YORK,NY,10069,Manhattan,7.0,6.0,1087835.0,1011717508.0,MN14,4000.0,151.0,40.77457,-73.99132
1148653-DCA,UPTOWN PARKING CORP.,,BA-1534084-2022,Garage & Parking Lot,Premises,Active,08/18/2003,03/31/2025,Vehicle Capacity: 53; Bicycle Capacity: 5,2124903460,Complete Address,1721,AMSTERDAM AVE,,,,,NEW YORK,NY,10031,Manhattan,9.0,7.0,1061339.0,1020600001.0,MN04,2004.0,231.0,40.82533,-73.947521
0789927-DCA,SUPERIOR PARKING LLC,,BA-1505605-2022,Garage & Parking Lot,Premises,Voided,05/18/2006,03/31/2025,Vehicle Capacity: 125; Bicycle Capacity: 12,2126869800,Complete Address,515,EAST   79 STREET,,,,,NEW YORK,NY,10075,Manhattan,8.0,5.0,1050766.0,1015760014.0,MN32,4000.0,136.0,40.77102,-73.949524
0429461-DCA,1056 5TH AVE. PARKING LLC,,BA-1120755-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 55; Bicycle Capacity: 5,2126869800,Complete Address,1056,5TH AVE,,,,,NEW YORK,NY,10028,Manhattan,8.0,4.0,1046861.0,1014980069.0,MN40,3001.0,15002.0,40.78211,-73.959988
0429658-DCA,REGAL PARKING LLC,,BA-1516320-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 155; Bicycle Capacity: 16,2126869800,Complete Address,250,MADISON AVENUE,,,,,NEW YORK,NY,10016,Manhattan,5.0,4.0,1017230.0,1008680016.0,MN20,1007.0,82.0,40.75043,-73.981027
1199399-DCA,215 E 95TH PARKING LLC,,BA-1130736-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 212; Bicycle Capacity: 20,2126869800,Complete Address,207,EAST   95 STREET,,,,,NEW YORK,NY,10128,Manhattan,8.0,8.0,,,MN32,4000.0,15601.0,40.78432,-73.949345
1170235-DCA,BARCLAY STREET PARKING LLC,,BA-1096238-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2127322943,Complete Address,233,BROADWAY,,,,,NEW YORK,NY,10007,Manhattan,1.0,1.0,1087167.0,1001237501.0,MN24,1008.0,21.0,40.71227,-74.007892
1464646-DCA,DISCOVER 97 PARKING LLC,,BA-1197305-2022,Garage & Parking Lot,Premises,Voided,05/15/2013,03/31/2025,Vehicle Capacity: 80; Bicycle Capacity: 8,2126869800,Complete Address,750,COLUMBUS AVENUE,,,,,NEW YORK,NY,10025,Manhattan,7.0,7.0,1079308.0,1018517501.0,MN12,3000.0,181.0,40.79328,-73.967233
2021915-DCA,145TH STREET AUTO CTR INC.,,BA-1125874-2022,Garage & Parking Lot,Premises,Active,04/30/2015,03/31/2025,Vehicle Capacity: 30; Bicycle Capacity: 0,2129265643,Complete Address,150,W 145TH ST,,,,,NEW YORK,NY,10039,Manhattan,10.0,9.0,1060174.0,1020130029.0,MN03,1001.0,232.0,40.82102,-73.937629
2001769-DCA,QP HOSP LLC,,BA-1424388-2022,Garage & Parking Lot,Premises,Voided,12/20/2013,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,2126869800,Complete Address,1811,EASTCHESTER ROAD,,,,,BRONX,NY,10461,Bronx,11.0,13.0,2097360.0,2041170005.0,BX37,1000.0,286.0,40.85025,-73.844876
2025565-DCA,WHITNEY 90 PARKING LLC,,BA-1550247-2022,Garage & Parking Lot,Premises,Voided,07/10/2015,03/31/2025,Vehicle Capacity: 109; Bicycle Capacity: 10,212-686-9800,Complete Address,200,EAST   90 STREET,,,,,NEW YORK,NY,10128,Manhattan,8.0,5.0,1048876.0,1015350003.0,MN32,8000.0,154.0,40.78124,-73.951792
1146389-DCA,107 GARAGE CORP.,,BA-1122506-2022,Garage & Parking Lot,Premises,Active,07/25/2003,03/31/2025,Vehicle Capacity: 96; Bicycle Capacity: 10,2127419016,Complete Address,107,WEST   13 STREET,,,,,NEW YORK,NY,10011,Manhattan,102.0,3.0,1010654.0,1006090049.0,MN23,1000.0,71.0,40.73691,-73.997882
1256221-DCA,53RD STERLING PARKING LLC,,BA-1118622-2022,Garage & Parking Lot,Premises,Voided,05/22/2007,03/31/2025,Vehicle Capacity: 18; Bicycle Capacity: 0,2126869800,Complete Address,304,E 53RD ST,,,,,NEW YORK,NY,10022,Manhattan,6.0,4.0,1087513.0,1013457501.0,MN19,6000.0,98.0,40.75658,-73.966735
1250226-DCA,HEIGHTS 183 PARKING LLC,,BA-1322640-2022,Garage & Parking Lot,Premises,Voided,03/20/2007,03/31/2025,Vehicle Capacity: 140; Bicycle Capacity: 14,2126869800,Complete Address,2479,AMSTERDAM AVE,,,,,NEW YORK,NY,10033,Manhattan,12.0,10.0,1063579.0,1021490016.0,MN35,1002.0,267.0,40.84922,-73.930073
0429844-DCA,AFFILIATED PARKING LLC,,BA-1084045-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 80; Bicycle Capacity: 8,2126869800,Complete Address,247,MADISON AVE,,,,,NEW YORK,NY,10016,Manhattan,6.0,4.0,,,MN20,1008.0,82.0,40.75019,-73.981182
2037952-DCA,YORK & 90TH PARKING LLC,,BA-1532716-2022,Garage & Parking Lot,Premises,Voided,05/20/2016,03/31/2025,Vehicle Capacity: 92; Bicycle Capacity: 9,2126869800,Complete Address,1731,YORK AVENUE,,,UNIT,1737,NEW YORK,NY,10128,Manhattan,8.0,5.0,1050733.0,1015700021.0,MN32,4000.0,152.0,40.77859,-73.945193
0367984-DCA,DISTINCTIVE PARKING LLC,,BA-1230875-2022,Garage & Parking Lot,Premises,Voided,05/18/2006,03/31/2025,Vehicle Capacity: 129; Bicycle Capacity: 12,212-686-9800,Complete Address,35,E 61ST ST,,,,,NEW YORK,NY,10065,Manhattan,8.0,4.0,1040855.0,1013760036.0,MN40,1001.0,11401.0,40.76469,-73.97012
